"date";"cycle_formation";"annee_volee";"phase";"participants";"journee";"nombre_participants";"niveau";"critere";"activite";"rcnum";"pernum";"score"
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";4;28;"1";"Intérêt perçu pour les ressources";"Jeu de Nim";"Non concerné";"Non concerné";74
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";4;28;"1";"Intérêt perçu pour les ressources";"Intelligence artificielle et éducation";"Non concerné";"Non concerné";78
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";4;28;"1";"Intérêt perçu pour les ressources";"Turtle Blocky";"Non concerné";"Non concerné";69
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";4;28;"1";"Intérêt perçu pour les ressources";"Laser";"Non concerné";"Non concerné";82
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";4;28;"1";"Utilité perçue des ressources";"Jeu de Nim";"Non concerné";"Non concerné";73
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";4;28;"1";"Utilité perçue des ressources";"Intelligence artificielle et éducation";"Non concerné";"Non concerné";76
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";4;28;"1";"Utilité perçue des ressources";"Turtle Blocky";"Non concerné";"Non concerné";69
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";4;28;"1";"Utilité perçue des ressources";"Laser";"Non concerné";"Non concerné";75
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";4;28;"1";"Facilité perçue d’utilisation des ressources";"Jeu de Nim";"Non concerné";"Non concerné";70
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";4;28;"1";"Facilité perçue d’utilisation des ressources";"Intelligence artificielle et éducation";"Non concerné";"Non concerné";70
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";4;28;"1";"Facilité perçue d’utilisation des ressources";"Turtle Blocky";"Non concerné";"Non concerné";70
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";4;28;"1";"Facilité perçue d’utilisation des ressources";"Laser";"Non concerné";"Non concerné";70
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";4;28;"2";"Connaissance du contenu théorique";"Général";"Non concerné";"Non concerné";65
"15/06/2021";"CAS";"1";"Non concerné";"Enseignants";2;29;"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"Non concerné";"Non concerné";95
"15/06/2021";"CAS";"1";"Non concerné";"Enseignants";2;29;"1";"Intérêt perçu pour les ressources";"Robot idiot";"Non concerné";"Non concerné";75
"15/06/2021";"CAS";"1";"Non concerné";"Enseignants";2;29;"1";"Intérêt perçu pour les ressources";"Potato pirates";"Non concerné";"Non concerné";77
"15/06/2021";"CAS";"1";"Non concerné";"Enseignants";2;29;"1";"Intérêt perçu pour les ressources";"Chticode";"Non concerné";"Non concerné";73
"15/06/2021";"CAS";"1";"Non concerné";"Enseignants";2;29;"1";"Intérêt perçu pour les ressources";"Algorea Serious Game";"Non concerné";"Non concerné";89
"15/06/2021";"CAS";"1";"Non concerné";"Enseignants";2;29;"1";"Intérêt perçu pour les ressources";"Scratch";"Non concerné";"Non concerné";83
"15/06/2021";"CAS";"1";"Non concerné";"Enseignants";2;29;"1";"Utilité perçue des ressources";"Robot idiot";"Non concerné";"Non concerné";71
"15/06/2021";"CAS";"1";"Non concerné";"Enseignants";2;29;"1";"Utilité perçue des ressources";"Potato pirates";"Non concerné";"Non concerné";74
"15/06/2021";"CAS";"1";"Non concerné";"Enseignants";2;29;"1";"Utilité perçue des ressources";"Chticode";"Non concerné";"Non concerné";70
"15/06/2021";"CAS";"1";"Non concerné";"Enseignants";2;29;"1";"Utilité perçue des ressources";"Algorea Serious Game";"Non concerné";"Non concerné";89
"15/06/2021";"CAS";"1";"Non concerné";"Enseignants";2;29;"1";"Utilité perçue des ressources";"Scratch";"Non concerné";"Non concerné";83
"15/06/2021";"CAS";"1";"Non concerné";"Enseignants";2;29;"1";"Facilité perçue d’utilisation des ressources";"Robot idiot";"Non concerné";"Non concerné";67
"15/06/2021";"CAS";"1";"Non concerné";"Enseignants";2;29;"1";"Facilité perçue d’utilisation des ressources";"Potato pirates";"Non concerné";"Non concerné";67
"15/06/2021";"CAS";"1";"Non concerné";"Enseignants";2;29;"1";"Facilité perçue d’utilisation des ressources";"Chticode";"Non concerné";"Non concerné";67
"15/06/2021";"CAS";"1";"Non concerné";"Enseignants";2;29;"1";"Facilité perçue d’utilisation des ressources";"Algorea Serious Game";"Non concerné";"Non concerné";67
"15/06/2021";"CAS";"1";"Non concerné";"Enseignants";2;29;"1";"Facilité perçue d’utilisation des ressources";"Scratch";"Non concerné";"Non concerné";67
"15/06/2021";"CAS";"1";"Non concerné";"Enseignants";2;29;"2";"Connaissance du contenu théorique";"Général";"Non concerné";"Non concerné";89
"16/06/2021";"CAS";"1";"Non concerné";"Enseignants";3;27;"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"Non concerné";"Non concerné";89
"16/06/2021";"CAS";"1";"Non concerné";"Enseignants";3;27;"1";"Intérêt perçu pour les ressources";"Thymio";"Non concerné";"Non concerné";84
"16/06/2021";"CAS";"1";"Non concerné";"Enseignants";3;27;"1";"Intérêt perçu pour les ressources";"Thymio VPL";"Non concerné";"Non concerné";88
"16/06/2021";"CAS";"1";"Non concerné";"Enseignants";3;27;"1";"Utilité perçue des ressources";"Thymio";"Non concerné";"Non concerné";86
"16/06/2021";"CAS";"1";"Non concerné";"Enseignants";3;27;"1";"Utilité perçue des ressources";"Thymio VPL";"Non concerné";"Non concerné";88
"16/06/2021";"CAS";"1";"Non concerné";"Enseignants";3;27;"1";"Facilité perçue d’utilisation des ressources";"Thymio";"Non concerné";"Non concerné";77
"16/06/2021";"CAS";"1";"Non concerné";"Enseignants";3;27;"1";"Facilité perçue d’utilisation des ressources";"Thymio VPL";"Non concerné";"Non concerné";77
"16/06/2021";"CAS";"1";"Non concerné";"Enseignants";3;27;"2";"Connaissance du contenu théorique";"Général";"Non concerné";"Non concerné";93
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";5;29;"Formateurs";"Perception de l'implication de l'équipe de formation";"Général";"Non concerné";"Non concerné";92
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";5;29;"1";"Intérêt perçu pour les ressources";"Plan d’étude Roman numérique";"Non concerné";"Non concerné";76
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";5;29;"1";"Intérêt perçu pour les ressources";"Test implicite de Stanford";"Non concerné";"Non concerné";67
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";5;29;"1";"Intérêt perçu pour les ressources";"Jeu sérieux sur les stéréotypes";"Non concerné";"Non concerné";74
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";5;29;"1";"Utilité perçue des ressources";"Test implicite de Stanford";"Non concerné";"Non concerné";66
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";5;29;"1";"Utilité perçue des ressources";"Jeu sérieux sur les stéréotypes";"Non concerné";"Non concerné";66
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";5;29;"1";"Facilité perçue d’utilisation des ressources";"Test implicite de Stanford";"Non concerné";"Non concerné";81
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";5;29;"1";"Facilité perçue d’utilisation des ressources";"La recherche de stéréotypes dans les manuels";"Non concerné";"Non concerné";71
"18/06/2021";"CAS";"1";"Non concerné";"Enseignants";5;29;"1";"Facilité perçue d’utilisation des ressources";"Planification des séances de 34ème heure";"Non concerné";"Non concerné";78
